date	close
00:05	28
00:25	41
05:05	32
05:20	33
05:35	36
05:50	39
06:03	37
06:15	23
06:25	25
06:35	23
06:45	27
06:55	28
07:05	27
07:15	36
07:25	38
07:35	47
07:45	27
07:55	31
08:05	33
08:15	34
08:25	26
08:35	35
08:46	22
08:55	41
09:05	34
09:15	38
09:25	43
09:35	31
09:57	40
10:01	10
10:08	34
10:19	48
10:29	38
10:39	40
10:49	43
10:59	42
11:08	48
11:18	52
11:28	51
11:38	43
11:48	43
11:58	42
12:08	46
12:18	46
12:28	60
12:39	56
12:48	52
12:58	49
13:08	45
13:18	36
13:28	40
13:38	44
13:48	38
13:59	46
14:09	43
14:19	40
14:29	38
14:39	35
14:49	41
14:59	51
15:09	47
15:19	39
15:29	44
15:39	36
15:49	48
15:59	28
16:09	44
16:19	42
16:29	42
16:39	35
16:49	37
16:59	59
17:11	44
17:23	47
17:35	38
17:47	53
17:58	37
18:09	41
18:20	35
18:31	24
18:42	41
18:53	43
19:08	45
19:23	54
19:38	34
19:53	43
20:08	40
20:23	27
20:38	26
20:52	41
21:06	30
21:21	40
21:36	35
21:51	36
22:05	34
22:19	41
22:33	47
22:48	33
23:08	41
23:28	31
23:47	1436
