date	close
5:13	20
5:20	28
5:32	19
5:40	20
5:56	15
6:00	20
6:10	19
6:20	28
6:30	20
6:40	28
6:50	24
7:00	23
7:10	28
7:20	29
7:30	28
7:40	24
7:50	28
8:00	27
8:09	23
8:18	25
8:27	24
8:36	37
8:45	29
8:54	27
9:03	21
9:12	25
9:21	26
9:30	30
9:39	30
9:48	28
9:57	29
10:07	26
10:17	30
10:27	29
10:47	33
10:57	27
11:07	41
11:17	34
11:27	24
11:47	32
11:57	40
12:07	31
12:17	31
12:27	34
12:37	24
12:47	25
12:56	24
13:05	23
13:14	37
13:23	22
13:41	27
13:50	19
13:59	27
14:08	27
14:17	22
14:26	23
14:44	35
14:53	26
14:56	2
15:02	29
15:11	25
15:20	25
15:29	20
15:38	26
15:47	26
15:56	25
16:05	25
16:14	26
16:23	23
16:32	25
16:41	21
16:50	23
16:59	27
17:08	27
17:26	21
17:35	23
17:44	20
17:53	39
18:02	33
18:11	27
18:30	26
18:40	33
18:41	0
18:50	35
19:03	31
19:17	28
19:30	30
19:44	22
19:57	25
20:11	26
20:24	18
20:38	24
20:51	27
21:05	27
21:18	23
21:32	28
21:45	6
21:59	30
22:12	37
22:25	24
22:38	25
22:51	23
23:04	21
23:17	21
23:30	20
