date	close
18:15	29
0:56	21
1:11	13
1:22	13
5:13	20
5:33	23
5:53	20
6:13	15
6:33	24
6:53	18
7:05	17
7:20	28
7:35	29
7:50	25
8:05	23
8:20	24
8:35	24
8:50	22
9:05	25
9:21	26
9:36	29
9:51	28
10:06	22
10:18	28
10:30	44
10:45	40
11:00	36
11:15	28
11:30	38
11:45	42
12:00	30
12:15	38
12:30	32
12:45	36
13:00	29
13:15	38
13:30	34
13:45	44
14:00	36
14:15	26
14:30	31
14:45	29
15:00	34
15:15	38
15:30	35
15:45	33
16:00	26
16:15	43
16:30	38
16:45	32
17:00	32
17:15	36
17:30	48
17:45	40
18:00	24
18:30	29
18:46	33
19:04	29
19:22	25
19:40	24
19:56	26
20:11	26
20:26	25
20:42	22
20:58	21
21:14	20
21:30	22
21:46	24
22:02	24
22:18	26
22:34	27
22:50	24
23:06	29
23:22	28
23:38	25

